EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
995116,WABASHA CO.,PLAINVIEW,12/15/2021,2003,Tornado, ,EF1,0,0,65000,0,MN,CST-6, ,164800,C,157,ARX,0,0,NWS Storm Survey, ,4.03,40,3,SE,4,ENE,PLAINVIEW,12/15/2021,2007,44.1342,-92.1343,44.188,-92.1031,"An EF1 tornado developed southeast of Plainview and moved northeast across rural portions of southern Wabasha County. Farm outbuildings and trees were damaged along the path of the tornado.","An intense storm system moved across the Upper Midwest on December 15th and produced a rare severe weather outbreak across southeast Minnesota. One person was killed near Rochester (Olmsted County) when a large tree fell on the victim. Twelve tornadoes occurred across parts of Mower, Fillmore, Houston, Dodge, Winona and Wabasha Counties. Eight of these tornadoes were rated EF1 with the others rated EF0.  The tornadoes largely moved through rural areas damaging trees, power lines and farm buildings with the exception of an EF0 tornado that moved through the eastern sections of Preston (Fillmore County) and and EF1 tornado that tracked across Homer (Winona County). In addition to the tornadoes, damaging winds occurred with several reports of wind speeds over 70 mph. The highest recorded wind gusts were 85 mph in Plainview (Wabasha County), 84 mph in Harmony (Fillmore County) and Mabel (Fillmore County) and 83 mph south of Grand Meadow (Mower County). A state of emergency was declared in Fillmore County. The Governor of Minnesota authorized emergency assistance for the following counties: Dodge, Fillmore, Houston, Mower, Olmsted and Wabasha.",356
995117,HOUSTON CO.,PERKINS,12/15/2021,2006,Tornado, ,EF1,0,0,300000,0,MN,CST-6, ,164800,C,55,ARX,0,0,NWS Storm Survey, ,7.31,250,2,S,3,NE,MONEY CREEK,12/15/2021,2011,43.7582,-91.6525,43.8469,-91.5727,"An EF1 tornado formed west of Houston and moved northeast, passing to the east of Money Creek before dissipating just before the Winona County line. Several farms along the Root River sustained damage from this tornado.","An intense storm system moved across the Upper Midwest on December 15th and produced a rare severe weather outbreak across southeast Minnesota. One person was killed near Rochester (Olmsted County) when a large tree fell on the victim. Twelve tornadoes occurred across parts of Mower, Fillmore, Houston, Dodge, Winona and Wabasha Counties. Eight of these tornadoes were rated EF1 with the others rated EF0.  The tornadoes largely moved through rural areas damaging trees, power lines and farm buildings with the exception of an EF0 tornado that moved through the eastern sections of Preston (Fillmore County) and and EF1 tornado that tracked across Homer (Winona County). In addition to the tornadoes, damaging winds occurred with several reports of wind speeds over 70 mph. The highest recorded wind gusts were 85 mph in Plainview (Wabasha County), 84 mph in Harmony (Fillmore County) and Mabel (Fillmore County) and 83 mph south of Grand Meadow (Mower County). A state of emergency was declared in Fillmore County. The Governor of Minnesota authorized emergency assistance for the following counties: Dodge, Fillmore, Houston, Mower, Olmsted and Wabasha.",357
995232,WINONA CO.,WYATTVILLE,12/15/2021,2010,Tornado, ,EF0,0,0,95000,0,MN,CST-6, ,164800,C,169,ARX,0,0,NWS Storm Survey, ,0.63,40,2,NNE,3,SE,THE ARCHES,12/15/2021,2011,43.9605,-91.7908,43.9696,-91.7892,"This short-lived EF0 tornado moved over rural areas southeast of Lewiston. Farm outbuildings, a garage and trees were damaged by the tornado.","An intense storm system moved across the Upper Midwest on December 15th and produced a rare severe weather outbreak across southeast Minnesota. One person was killed near Rochester (Olmsted County) when a large tree fell on the victim. Twelve tornadoes occurred across parts of Mower, Fillmore, Houston, Dodge, Winona and Wabasha Counties. Eight of these tornadoes were rated EF1 with the others rated EF0.  The tornadoes largely moved through rural areas damaging trees, power lines and farm buildings with the exception of an EF0 tornado that moved through the eastern sections of Preston (Fillmore County) and and EF1 tornado that tracked across Homer (Winona County). In addition to the tornadoes, damaging winds occurred with several reports of wind speeds over 70 mph. The highest recorded wind gusts were 85 mph in Plainview (Wabasha County), 84 mph in Harmony (Fillmore County) and Mabel (Fillmore County) and 83 mph south of Grand Meadow (Mower County). A state of emergency was declared in Fillmore County. The Governor of Minnesota authorized emergency assistance for the following counties: Dodge, Fillmore, Houston, Mower, Olmsted and Wabasha.",358
995122,WINONA CO.,HOMER,12/15/2021,2017,Tornado, ,EF1,0,0,100000,0,MN,CST-6, ,164800,C,169,ARX,0,0,NWS Storm Survey, ,2.3,40,2,SSW,1,ENE,HOMER,12/15/2021,2019,43.9965,-91.58,44.023,-91.552,"An EF1 tornado formed on a ridge top southwest of Homer, moved northeast across Homer before moving out over the Mississippi River and into Trempealeau County, Wisconsin. The main damage occurred on the ridge top to trees and outbuildings. By the time the tornado reached Homer, it was weakening and damage was mainly limited to trees.","An intense storm system moved across the Upper Midwest on December 15th and produced a rare severe weather outbreak across southeast Minnesota. One person was killed near Rochester (Olmsted County) when a large tree fell on the victim. Twelve tornadoes occurred across parts of Mower, Fillmore, Houston, Dodge, Winona and Wabasha Counties. Eight of these tornadoes were rated EF1 with the others rated EF0.  The tornadoes largely moved through rural areas damaging trees, power lines and farm buildings with the exception of an EF0 tornado that moved through the eastern sections of Preston (Fillmore County) and and EF1 tornado that tracked across Homer (Winona County). In addition to the tornadoes, damaging winds occurred with several reports of wind speeds over 70 mph. The highest recorded wind gusts were 85 mph in Plainview (Wabasha County), 84 mph in Harmony (Fillmore County) and Mabel (Fillmore County) and 83 mph south of Grand Meadow (Mower County). A state of emergency was declared in Fillmore County. The Governor of Minnesota authorized emergency assistance for the following counties: Dodge, Fillmore, Houston, Mower, Olmsted and Wabasha.",359
1018278,MOWER CO.,TAOPI,04/12/2022,2146,Tornado, ,EF2,0,2,1600000,0,MN,CST-6, ,168211,C,99,ARX,0,0,NWS Storm Survey, ,3.93,475,1,SW,3,NNE,TAOPI,04/12/2022,2152,43.5406,-92.6601,43.5933,-92.6305,"This EF2 tornado formed southwest of Taopi and quickly intensified and caused significant damage in Taopi. Most buildings were damaged and 10 were destroyed. Cars were tossed, grain bins destroyed, and numerous trees and power lines downed. Two people were injured seeking shelter from the storm when they became trapped under debris. Just outside of Taopi, part of the roof was removed from a farmhouse, several outbuildings were damaged, and several head of cattle were missing.","Two rounds of severe storms moved across southeast Minnesota on April 12th. The first round occurred in the afternoon as storms producing large hail moved across the area. Quarter sized hail fell from north of Racine (Mower County) east to near Winona (Winona County). A second round of severe storms occurred in the evening. An EF2 tornado moved through Taopi (Mower County), where homes were destroyed or severely damaged, grain bins were destroyed, cars were tossed or rolled, and trees and power lines were downed. Two people sustained injuries while sheltering from the storm when they became trapped under debris. An EF1 tornado occurred just southwest of Spring Valley (Fillmore County), damaging several farm outbuildings and trees. Two EF0 tornadoes occurred southwest of Lewiston (Winona County), where the damage was mainly to trees and one farm. The Mower County Board of Commissioners ratified an emergency declaration for Taopi and a state of emergency was declared for Fillmore County.",360
1018280,FILLMORE CO.,OSTRANDER,04/12/2022,2208,Tornado, ,EF1,0,0,650000,0,MN,CST-6, ,168211,C,45,ARX,0,0,NWS Storm Survey, ,2.3,180,2,NNE,1,WNW,SPRING VLY,04/12/2022,2211,43.651,-92.4214,43.6835,-92.4117,"An EF1 tornado formed southwest of Spring Valley and moved almost due north before dissipating west of Spring Valley. The tornado blew down a barn and damaged several other farm buildings along its path. Several new power poles along County Highway 1 were leaning after the storm.","Two rounds of severe storms moved across southeast Minnesota on April 12th. The first round occurred in the afternoon as storms producing large hail moved across the area. Quarter sized hail fell from north of Racine (Mower County) east to near Winona (Winona County). A second round of severe storms occurred in the evening. An EF2 tornado moved through Taopi (Mower County), where homes were destroyed or severely damaged, grain bins were destroyed, cars were tossed or rolled, and trees and power lines were downed. Two people sustained injuries while sheltering from the storm when they became trapped under debris. An EF1 tornado occurred just southwest of Spring Valley (Fillmore County), damaging several farm outbuildings and trees. Two EF0 tornadoes occurred southwest of Lewiston (Winona County), where the damage was mainly to trees and one farm. The Mower County Board of Commissioners ratified an emergency declaration for Taopi and a state of emergency was declared for Fillmore County.",361
1018960,WINONA CO.,FREMONT,04/12/2022,2240,Tornado, ,EF0,0,0,10000,0,MN,CST-6, ,168211,C,169,ARX,0,0,NWS Storm Survey, ,3.14,70,4,WSW,2,WNW,FREMONT,04/12/2022,2244,43.8998,-91.9822,43.9286,-91.9335,"This EF0 tornado moved across rural parts of southwest Winona County in the Shelton Hill area. The tornado only caused some tree damage as it moved across farm fields.","Two rounds of severe storms moved across southeast Minnesota on April 12th. The first round occurred in the afternoon as storms producing large hail moved across the area. Quarter sized hail fell from north of Racine (Mower County) east to near Winona (Winona County). A second round of severe storms occurred in the evening. An EF2 tornado moved through Taopi (Mower County), where homes were destroyed or severely damaged, grain bins were destroyed, cars were tossed or rolled, and trees and power lines were downed. Two people sustained injuries while sheltering from the storm when they became trapped under debris. An EF1 tornado occurred just southwest of Spring Valley (Fillmore County), damaging several farm outbuildings and trees. Two EF0 tornadoes occurred southwest of Lewiston (Winona County), where the damage was mainly to trees and one farm. The Mower County Board of Commissioners ratified an emergency declaration for Taopi and a state of emergency was declared for Fillmore County.",362
1018961,WINONA CO.,FREMONT,04/12/2022,2241,Tornado, ,EF0,0,0,10000,0,MN,CST-6, ,168211,C,169,ARX,0,0,NWS Storm Survey, ,1.8,20,1,S,1,N,FREMONT,04/12/2022,2242,43.9088,-91.897,43.9348,-91.8976,"This EF0 tornado developed just southeast of the Fremont area in southwest Winona County and moved north across Interstate 90 before dissipating. Damage was limited to trees.","Two rounds of severe storms moved across southeast Minnesota on April 12th. The first round occurred in the afternoon as storms producing large hail moved across the area. Quarter sized hail fell from north of Racine (Mower County) east to near Winona (Winona County). A second round of severe storms occurred in the evening. An EF2 tornado moved through Taopi (Mower County), where homes were destroyed or severely damaged, grain bins were destroyed, cars were tossed or rolled, and trees and power lines were downed. Two people sustained injuries while sheltering from the storm when they became trapped under debris. An EF1 tornado occurred just southwest of Spring Valley (Fillmore County), damaging several farm outbuildings and trees. Two EF0 tornadoes occurred southwest of Lewiston (Winona County), where the damage was mainly to trees and one farm. The Mower County Board of Commissioners ratified an emergency declaration for Taopi and a state of emergency was declared for Fillmore County.",363
1027336,POLK CO.,KANKEL,04/23/2022,1755,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,169671,C,119,FGF,0,0,Public, ,0.28,50,1,NW,1,NW,KANKEL,04/23/2022,1757,47.68,-96.47,47.6839,-96.4685,"We received a video of a tornado tracking for less than one-half mile across wet and open fields. The tornado formed south of MN Hwy 102, about 8 miles southeast of Crookston, MN. The tornado lifted after less than one minute; however, the funnel cloud remained visible.","Several rounds of severe thunderstorms traversed the region starting on the evening of April 22nd. Initially, large hail was the primary concern, with an increasingly tornadic environment heading into April 23rd. Both hail (up to 1.5 inches) and tornadoes were reported with this system.",364
1015147,DAKOTA CO.,MIESVILLE,05/09/2022,1638,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,167451,C,37,MPX,0,0,NWS Storm Survey, ,5.71,25,5,NW,4,ESE,HASTINGS,05/09/2022,1646,44.6497,-92.8613,44.7018,-92.7711,"The tornado touched down in an open field and tipped over an irrigation system. It then tore tin off several outbuildings and broke several down trees. The tornado was seen on several videos. Maximum winds were estimated at 70 mph.","A dry-line/cold front was moving across Minnesota during the afternoon of Monday, May 9th. A few thunderstorms developed along this front across central Minnesota, and quickly spread south and eastward during the late afternoon and evening over eastern Minnesota, and adjacent west central Wisconsin. A brief funnel cloud was observed south of Gilman, and a tornado impacted Dakota County between Hastings and Miesville. Large hail and a few damaging wind gusts occurred along this line as it moved eastward. The largest hail stone was 2 inches in diameter and occurred near St. Paul downtown airport.",365
1031698,MURRAY CO.,LIME CREEK,05/11/2022,1633,Tornado, ,EF1,0,0,0,1000,MN,CST-6, ,170006,C,101,FSD,0,0,NWS Storm Survey, ,3.16,75,4,NE,7,NE,LIME CREEK,05/11/2022,1636,43.9142,-95.504,43.9483,-95.4623,"A tornado spun up just west of 280th Avenue around one-half mile south of 51st Street, where several tree limbs were broken in a tree line. The tornado tracked northeast across the Des Moines River where more limbs were downed into the river near 290th Avenue.  As the tornado took a slightly more north-northeast turn for about one-third mile, the most significant damage occurred at a farmstead where one silo was toppled and another damaged, along with numerous downed tree limbs.  The tornado continued more northeastward for around one mile where it damaged the north end of a barn and spread debris around one-quarter mile to the northeast into Cottonwood County. The tornado continued in Cottonwood County for less than one-third mile before dissipating at 1637CST. The tornado was rated EF1 while in Murray County, and EFU in Cottonwood County. The estimated maximum wind speed was 90 mph and the average path width in Murray County was 50 yards.","A cluster of early morning storms developed on the nose of steeper mid-level lapse rates and marginally strong elevated wind shear across far southeast South Dakota. Multicell convection produced spotty large hail moving into southwest Minnesota. During the afternoon, convection re-ignited near an advancing mesoscale convective vortex and moved northeast from eastern Nebraska into southwest Minnesota.  With greater surface-based instability with a MLCAPE of 2000-3000 J/kg and deep-layer shear of 40-50 knots, storms quickly organized into a QLCS structure and produced hail up to ping-pong ball size, wind to 90 mph, and a few tornadoes across southwest Minnesota. Presidential Disaster Declarations were granted to Cottonwood and Nobles Counties for damages to public infrastructure.",366
1031701,COTTONWOOD CO.,WESTBROOK,05/11/2022,1636,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,170006,C,33,FSD,0,0,NWS Storm Survey, ,0.31,50,7,SSW,7,SSW,WESTBROOK,05/11/2022,1637,43.9483,-95.4623,43.9517,-95.4582,"This tornado formed 5 miles east-northeast of Fulda in Murray County, and entered Cottonwood County around 6 miles south-southwest of Westbrook. The tornado tracked northeast over open fields for less than a minute before dissipating.  While in Murray County, it was rated EF1, but was rated EFU in Cottonwood County. Average path width in Cottonwood County was 50 yards.","A cluster of early morning storms developed on the nose of steeper mid-level lapse rates and marginally strong elevated wind shear across far southeast South Dakota. Multicell convection produced spotty large hail moving into southwest Minnesota. During the afternoon, convection re-ignited near an advancing mesoscale convective vortex and moved northeast from eastern Nebraska into southwest Minnesota.  With greater surface-based instability with a MLCAPE of 2000-3000 J/kg and deep-layer shear of 40-50 knots, storms quickly organized into a QLCS structure and produced hail up to ping-pong ball size, wind to 90 mph, and a few tornadoes across southwest Minnesota. Presidential Disaster Declarations were granted to Cottonwood and Nobles Counties for damages to public infrastructure.",367
1031709,COTTONWOOD CO.,STORDEN,05/11/2022,1646,Tornado, ,EFU,0,0,0,0,MN,CST-6, ,170006,C,33,FSD,0,0,Storm Chaser, ,0.05,25,6,S,6,S,STORDEN,05/11/2022,1647,43.9671,-95.2985,43.9676,-95.2977,"A video showed a weak tornado briefly touching down in an open field. The tornado caused no damage from which the NWS could assign an EF-scale rating.","A cluster of early morning storms developed on the nose of steeper mid-level lapse rates and marginally strong elevated wind shear across far southeast South Dakota. Multicell convection produced spotty large hail moving into southwest Minnesota. During the afternoon, convection re-ignited near an advancing mesoscale convective vortex and moved northeast from eastern Nebraska into southwest Minnesota.  With greater surface-based instability with a MLCAPE of 2000-3000 J/kg and deep-layer shear of 40-50 knots, storms quickly organized into a QLCS structure and produced hail up to ping-pong ball size, wind to 90 mph, and a few tornadoes across southwest Minnesota. Presidential Disaster Declarations were granted to Cottonwood and Nobles Counties for damages to public infrastructure.",368
1031707,COTTONWOOD CO.,STORDEN,05/11/2022,1647,Tornado, ,EF1,0,0,0,0,MN,CST-6, ,170006,C,33,FSD,0,0,NWS Storm Survey, ,0.88,50,1,SW,1,S,STORDEN,05/11/2022,1648,44.0338,-95.3368,44.0411,-95.3223,"A tornado spun up around one mile west-southwest of Storden just southeast of the intersection of State Highway 30 and 370th Avenue.  The tornado tracked northeast and crossed a slough where grasses exhibited a convergent pattern. The tornado then moved into the northwest edge of Storden where it destroyed a 500,000 bushel commercial grain bin and tossed the debris onto an adjacent office structure.  The tornado lifted before reaching County Road 5. The estimated maximum wind speed was 95 mph and the average path width was 50 yards.","A cluster of early morning storms developed on the nose of steeper mid-level lapse rates and marginally strong elevated wind shear across far southeast South Dakota. Multicell convection produced spotty large hail moving into southwest Minnesota. During the afternoon, convection re-ignited near an advancing mesoscale convective vortex and moved northeast from eastern Nebraska into southwest Minnesota.  With greater surface-based instability with a MLCAPE of 2000-3000 J/kg and deep-layer shear of 40-50 knots, storms quickly organized into a QLCS structure and produced hail up to ping-pong ball size, wind to 90 mph, and a few tornadoes across southwest Minnesota. Presidential Disaster Declarations were granted to Cottonwood and Nobles Counties for damages to public infrastructure.",369
1031710,COTTONWOOD CO.,DELFT,05/11/2022,1710,Tornado, ,EFU,0,0,0,0,MN,CST-6, ,170006,C,33,FSD,0,0,Storm Chaser, ,0.04,25,9,NE,9,NE,DELFT,05/11/2022,1711,44.0792,-94.9709,44.0796,-94.9703,"A video showed a weak tornado briefly touching down in an open field. The tornado caused no damage from which the NWS could assign an EF-scale rating.","A cluster of early morning storms developed on the nose of steeper mid-level lapse rates and marginally strong elevated wind shear across far southeast South Dakota. Multicell convection produced spotty large hail moving into southwest Minnesota. During the afternoon, convection re-ignited near an advancing mesoscale convective vortex and moved northeast from eastern Nebraska into southwest Minnesota.  With greater surface-based instability with a MLCAPE of 2000-3000 J/kg and deep-layer shear of 40-50 knots, storms quickly organized into a QLCS structure and produced hail up to ping-pong ball size, wind to 90 mph, and a few tornadoes across southwest Minnesota. Presidential Disaster Declarations were granted to Cottonwood and Nobles Counties for damages to public infrastructure.",370
1019669,BROWN CO.,SEARLES,05/11/2022,1751,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,167699,C,15,MPX,0,0,NWS Storm Survey, ,1.53,50,2,WSW,1,NW,SEARLES,05/11/2022,1753,44.2215,-94.4585,44.243,-94.4509,"The tornado hit several groves of trees and damaged a farm. Portions of roofs from three  outbuildings were torn off. Maximum winds were estimated at 80 mph.","A cluster of storms produced large hail stones west of Granite Falls, near Olivia, and northeast toward the northwest suburbs of the Twin Cities. Most of these storms were elevated but had a steep lapse rate to generate large hail, up to 2 inches in diameter at times. ||These late morning, and early afternoon storms moved northeast out of Minnesota. A warm front lifted northward across southern Minnesota during the afternoon with a potent shortwave moving northeast out of Nebraska. This shortwave generated a large complex of storms and quickly moved northeast across southern Minnesota and produced numerous damaging wind gusts, tornadoes and hail. There were even some flooding concerns as three to five inches of rain fell across portions of west central and central Minnesota by the late evening as the storms diminished and moved off to the northeast.||Three tornadoes occurred within the large bow echo that surged from southwest Minnesota, northeast toward east central Minnesota. One occurred in Brown County, another in Sibley and Carver County, and a third in Anoka County. All of the tornadoes were rated EF0 and produced mainly tree and roof damage.||According to Xcel Energy, more than 75,000 customers were without power across southern Minnesota during the peak of the storm.",371
1019672,SIBLEY CO.,GREEN ISLE,05/11/2022,1837,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,167699,C,143,MPX,0,0,NWS Storm Survey, ,2.89,50,6,ESE,6,E,GREEN ISLE,05/11/2022,1840,44.6386,-93.9182,44.6748,-93.8888,"A tornado broke several dozen trees and ripped part of a tin roof off a shed. The tornado traveled into southwestern Carver County, dissipating about one mile northeast of Assumption Lake. Maximum winds were estimated at 75 mph.","A cluster of storms produced large hail stones west of Granite Falls, near Olivia, and northeast toward the northwest suburbs of the Twin Cities. Most of these storms were elevated but had a steep lapse rate to generate large hail, up to 2 inches in diameter at times. ||These late morning, and early afternoon storms moved northeast out of Minnesota. A warm front lifted northward across southern Minnesota during the afternoon with a potent shortwave moving northeast out of Nebraska. This shortwave generated a large complex of storms and quickly moved northeast across southern Minnesota and produced numerous damaging wind gusts, tornadoes and hail. There were even some flooding concerns as three to five inches of rain fell across portions of west central and central Minnesota by the late evening as the storms diminished and moved off to the northeast.||Three tornadoes occurred within the large bow echo that surged from southwest Minnesota, northeast toward east central Minnesota. One occurred in Brown County, another in Sibley and Carver County, and a third in Anoka County. All of the tornadoes were rated EF0 and produced mainly tree and roof damage.||According to Xcel Energy, more than 75,000 customers were without power across southern Minnesota during the peak of the storm.",372
1019675,CARVER CO.,ASSUMPTION,05/11/2022,1840,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,167699,C,19,MPX,0,0,NWS Storm Survey, ,2.6,50,1,SW,2,NE,ASSUMPTION,05/11/2022,1842,44.6748,-93.8888,44.7044,-93.856,"The tornado started in northeastern Sibley County before moving into southwestern Carver County, dissipating about one mile northeast of Assumption Lake. While in Carver County, it broke several dozen trees. Maximum winds were estimated at 75 mph.","A cluster of storms produced large hail stones west of Granite Falls, near Olivia, and northeast toward the northwest suburbs of the Twin Cities. Most of these storms were elevated but had a steep lapse rate to generate large hail, up to 2 inches in diameter at times. ||These late morning, and early afternoon storms moved northeast out of Minnesota. A warm front lifted northward across southern Minnesota during the afternoon with a potent shortwave moving northeast out of Nebraska. This shortwave generated a large complex of storms and quickly moved northeast across southern Minnesota and produced numerous damaging wind gusts, tornadoes and hail. There were even some flooding concerns as three to five inches of rain fell across portions of west central and central Minnesota by the late evening as the storms diminished and moved off to the northeast.||Three tornadoes occurred within the large bow echo that surged from southwest Minnesota, northeast toward east central Minnesota. One occurred in Brown County, another in Sibley and Carver County, and a third in Anoka County. All of the tornadoes were rated EF0 and produced mainly tree and roof damage.||According to Xcel Energy, more than 75,000 customers were without power across southern Minnesota during the peak of the storm.",373
1019680,ANOKA CO.,COON RAPIDS,05/11/2022,1929,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,167699,C,3,MPX,0,0,NWS Storm Survey, ,3.16,50,3,ENE,1,S,HAM LAKE,05/11/2022,1932,45.1844,-93.272,45.2193,-93.2299,"The tornado touched down in the northeast corner of Coon Rapids, moved across the northwest corner of Blaine, and dissipated in the southwest corner of Ham Lake. It toppled or broke a few hundred trees, many of which fell on houses and sheds. One house near Jefferson Park had a portion of its eave ripped away, thereby allowing wind to enter the attic and damage the roof. Maximum winds were estimated at 80 mph.","A cluster of storms produced large hail stones west of Granite Falls, near Olivia, and northeast toward the northwest suburbs of the Twin Cities. Most of these storms were elevated but had a steep lapse rate to generate large hail, up to 2 inches in diameter at times. ||These late morning, and early afternoon storms moved northeast out of Minnesota. A warm front lifted northward across southern Minnesota during the afternoon with a potent shortwave moving northeast out of Nebraska. This shortwave generated a large complex of storms and quickly moved northeast across southern Minnesota and produced numerous damaging wind gusts, tornadoes and hail. There were even some flooding concerns as three to five inches of rain fell across portions of west central and central Minnesota by the late evening as the storms diminished and moved off to the northeast.||Three tornadoes occurred within the large bow echo that surged from southwest Minnesota, northeast toward east central Minnesota. One occurred in Brown County, another in Sibley and Carver County, and a third in Anoka County. All of the tornadoes were rated EF0 and produced mainly tree and roof damage.||According to Xcel Energy, more than 75,000 customers were without power across southern Minnesota during the peak of the storm.",374
1019688,LAC QUI PARLE CO.,MADISON,05/12/2022,1709,Tornado, ,EF1,0,0,0,0,MN,CST-6, ,167705,C,73,MPX,0,0,NWS Storm Survey, ,0.89,50,1,SE,1,E,MADISON,05/12/2022,1711,45.0059,-96.1859,45.0177,-96.1788,"This tornado moved across the southeast section of Madison.  A house had its roof removed, a camper was rolled, and three light poles at the baseball field were bent over. One of the poles had the cement support ripped out of the ground. There was also extensive tree damage. Maximum winds were estimated at 100 mph.","A line of severe thunderstorms that developed across South Dakota and Nebraska during the afternoon of Thursday, May 12th, was a classic bow echo that surged north and east across western Minnesota. ||Temperatures in the mid to upper 90s along with dew points in the mid to upper 60s created ample instability for thunderstorms to develop ahead of a cold front, once the cap weakened during the evening. Despite fairly muggy dew points, the hot surface temperatures created inverted-V soundings that were primed for damaging wind potential. Thunderstorms came in three waves during the evening, as marginal shear values prohibited any long-lived or well-organized thunderstorms across the area.||Winds were measured by wind sensors at over 100 mph across portions of South Dakota, with a measured wind gust at Madison, Minnesota of 94 mph. There were also numerous measured wind gusts between 60 and 80 mph across west central and southwest Minnesota with embedded surges that produced a few tornadoes. The most concentrated area of damage based on reports of farm equipment, trailers, semis, trees, power lines, and other debris, occurred near the upper Minnesota River Valley, northward to Alexandria and Long Prairie.||Over Stevens County alone, structural damage was considerable as the majority of the damage was to farm outbuildings, sheds and grain bins. There were a few locations in the county where the main inhabited house or home structure did suffer loss of roof and siding and windows but those were more isolated in nature. Many locations had debris tossed a mile northeast from its parent location. Nearly 100% of the damage witnessed in Stevens county was consistent with a straight line wind event, with just one tornado crossing the southeast corner of the county.  ||Ten tornadoes were confirmed this day, with two in Lac Qui Parle County, including a house in Bellingham that had much of its roof removed.  In northwestern Swift County, a tornado tipped over trailers and various farm equipment was heavily damaged.  Two tornadoes were in Todd County, including one that moved through Clarissa.  Two more were in Morrison County, and one was on the east side of Lake Alexander, where many trees came down on vehicles, sheds, and cabins. A tornado also occurred in Douglas County, on the northwest side of Alexandria, where EF2 damage was noted.  The ninth tornado touched down south of Lowry in Pope County and was caught on video, and the tenth was in northwestern Stearns County, affecting the north side of Sauk Centre, and it was also caught on video.",375
1019689,LAC QUI PARLE CO.,LOUISBURG,05/12/2022,1719,Tornado, ,EF1,0,0,0,0,MN,CST-6, ,167705,C,73,MPX,0,0,NWS Storm Survey, ,1.08,50,3,ESE,3,E,LOUISBURG,05/12/2022,1721,45.1481,-96.1252,45.163,-96.1183,"Damage was convergent, with peak winds estimated near 105 mph. A house received significant damage, with much of its roof removed. Numerous trees were broken.","A line of severe thunderstorms that developed across South Dakota and Nebraska during the afternoon of Thursday, May 12th, was a classic bow echo that surged north and east across western Minnesota. ||Temperatures in the mid to upper 90s along with dew points in the mid to upper 60s created ample instability for thunderstorms to develop ahead of a cold front, once the cap weakened during the evening. Despite fairly muggy dew points, the hot surface temperatures created inverted-V soundings that were primed for damaging wind potential. Thunderstorms came in three waves during the evening, as marginal shear values prohibited any long-lived or well-organized thunderstorms across the area.||Winds were measured by wind sensors at over 100 mph across portions of South Dakota, with a measured wind gust at Madison, Minnesota of 94 mph. There were also numerous measured wind gusts between 60 and 80 mph across west central and southwest Minnesota with embedded surges that produced a few tornadoes. The most concentrated area of damage based on reports of farm equipment, trailers, semis, trees, power lines, and other debris, occurred near the upper Minnesota River Valley, northward to Alexandria and Long Prairie.||Over Stevens County alone, structural damage was considerable as the majority of the damage was to farm outbuildings, sheds and grain bins. There were a few locations in the county where the main inhabited house or home structure did suffer loss of roof and siding and windows but those were more isolated in nature. Many locations had debris tossed a mile northeast from its parent location. Nearly 100% of the damage witnessed in Stevens county was consistent with a straight line wind event, with just one tornado crossing the southeast corner of the county.  ||Ten tornadoes were confirmed this day, with two in Lac Qui Parle County, including a house in Bellingham that had much of its roof removed.  In northwestern Swift County, a tornado tipped over trailers and various farm equipment was heavily damaged.  Two tornadoes were in Todd County, including one that moved through Clarissa.  Two more were in Morrison County, and one was on the east side of Lake Alexander, where many trees came down on vehicles, sheds, and cabins. A tornado also occurred in Douglas County, on the northwest side of Alexandria, where EF2 damage was noted.  The ninth tornado touched down south of Lowry in Pope County and was caught on video, and the tenth was in northwestern Stearns County, affecting the north side of Sauk Centre, and it was also caught on video.",376
